2026-03-01T16:38:52.126Z,2026-03-01 16:38:52,audio1.wav,1,Angry,Strong,Male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/549.1.0.40.107;FBBV/886965988;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]"
2026-03-01T16:38:52.126Z,2026-03-01 16:38:52,audio2.wav,2,Calm,Normal,Male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/549.1.0.40.107;FBBV/886965988;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]"
2026-03-01T16:38:52.126Z,2026-03-01 16:38:52,audio3.wav,3,Disgust,Normal,Female,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/549.1.0.40.107;FBBV/886965988;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]"
2026-03-01T16:38:52.126Z,2026-03-01 16:38:52,audio4.wav,4,Happy,Strong,Female,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/549.1.0.40.107;FBBV/886965988;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]"
2026-03-01T16:38:52.126Z,2026-03-01 16:38:52,audio5.wav,5,Calm,Normal,Female,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/549.1.0.40.107;FBBV/886965988;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBCR/;FBID/phone;FBLC/en_US;FBOP/80]"
2026-03-01T16:42:03.784Z,2026-03-01 16:42:04,audio1.wav,1,Angry,Strong,Male,"Mozilla/5.0 (Linux; Android 16; 23127PN0CG Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.79 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]"
2026-03-01T16:42:03.784Z,2026-03-01 16:42:04,audio2.wav,2,Sad,Normal,Male,"Mozilla/5.0 (Linux; Android 16; 23127PN0CG Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.79 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]"
2026-03-01T16:42:03.784Z,2026-03-01 16:42:04,audio3.wav,3,Happy,Strong,Female,"Mozilla/5.0 (Linux; Android 16; 23127PN0CG Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.79 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]"
2026-03-01T16:42:03.784Z,2026-03-01 16:42:04,audio4.wav,4,Happy,Strong,Female,"Mozilla/5.0 (Linux; Android 16; 23127PN0CG Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.79 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]"
2026-03-01T16:42:03.784Z,2026-03-01 16:42:04,audio5.wav,5,Calm,Normal,Female,"Mozilla/5.0 (Linux; Android 16; 23127PN0CG Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.79 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/548.0.0.37.65;]"
2026-03-01T16:44:05.781Z,2026-03-01 16:44:05,audio1.wav,1,Angry,Strong,Male,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:148.0) Gecko/20100101 Firefox/148.0
2026-03-01T16:44:05.781Z,2026-03-01 16:44:05,audio2.wav,2,Calm,Normal,Male,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:148.0) Gecko/20100101 Firefox/148.0
2026-03-01T16:44:05.781Z,2026-03-01 16:44:05,audio3.wav,3,Disgust,Normal,Female,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:148.0) Gecko/20100101 Firefox/148.0
2026-03-01T16:44:05.781Z,2026-03-01 16:44:05,audio4.wav,4,Happy,Strong,Female,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:148.0) Gecko/20100101 Firefox/148.0
2026-03-01T16:44:05.781Z,2026-03-01 16:44:05,audio5.wav,5,Sad,Normal,Female,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:148.0) Gecko/20100101 Firefox/148.0
2026-03-01T16:45:06.195Z,2026-03-01 16:45:06,audio1.wav,1,Angry,Strong,Male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
2026-03-01T16:45:06.195Z,2026-03-01 16:45:06,audio2.wav,2,Calm,Normal,Male,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
2026-03-01T16:45:06.195Z,2026-03-01 16:45:06,audio3.wav,3,Fearful,Normal,Female,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1"
